,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.4894894894894894,0.49315068493150677,0.5346318718507934,0.7920650095602294,0.05233609943880708,1.597883597883598e-06,0.1142227816236627,0.46823204419889497,0.6398487863869659
1,0.9264264264264264,0.4917808219178081,0.7619763856508985,0.45745697896749515,0.09286497718270109,6.158730158730159e-05,0.23536815607300188,0.5138121546961325,0.6276698058409592
2,0.9069069069069067,0.3205479452054794,0.8602692336617281,0.18738049713193114,0.021795925274852954,3.1216931216931224e-06,0.07016991818753934,0.3784530386740331,0.06700819867259589
3,0.7762762762762763,0.38904109589041097,0.4270888170263969,0.5291586998087954,0.10962762916742778,1.4179894179894182e-05,0.26054122089364384,0.27071823204419887,0.6285172876772332
4,0.39939939939939945,0.6342465753424658,0.8977964954501014,0.3475143403441683,0.0003339901001614381,2.5502645502645503e-06,0.04499685336689743,0.3646408839779005,0.9228315415599379
5,0.647147147147147,0.33424657534246577,0.6675941941791381,0.07672084130019119,0.39608527781053127,0.0,0.14883574575204533,0.319060773480663,0.5527866916784901
6,0.6096096096096095,0.4465753424657534,0.6311198014589757,0.41682600382409174,0.7565971081669823,0.0,0.04971680302076778,0.3825966850828729,0.3040460115981223
7,0.9579579579579578,0.347945205479452,0.5159058434233286,0.0834130019120459,0.4224921953207172,1.8095238095238097e-05,0.27312775330396477,0.7403314917127072,0.3808526238608988
8,0.7807807807807807,0.3698630136986301,0.5615552380236143,0.5291586998087954,0.2961982420111325,5.005291005291005e-06,0.3785399622404028,0.36187845303867405,0.6101678775817249
9,0.27777777777777773,0.17534246575342466,0.4719861622922463,0.0,1.0,0.0,0.0827564505978603,0.34392265193370164,0.7669615395602615
10,0.7987987987987988,0.9999999999999998,0.8513950515153793,0.9450286806883366,0.21927374317711268,0.0,0.059156702328508504,0.43646408839779005,0.8666977727415562
11,0.7882882882882882,0.5876712328767124,0.6629314883056329,0.6916826003824091,0.49712044045819903,0.0,0.12208936438011328,0.8895027624309392,0.11878076882790412
12,0.18018018018018017,0.5630136986301371,0.8100323381213808,0.19933078393881457,0.03121056543065836,0.0,0.5704845814977973,0.15331491712707182,0.10515440357275496
13,0.33033033033033027,0.9150684931506847,0.9999999999999999,0.30688336520076487,0.005618817982743424,0.0,0.26211453744493396,0.8480662983425414,0.6722435415218487
14,0.7912912912912913,0.6301369863013699,0.8364292697600961,0.18021032504780113,0.43282533695513775,2.455026455026455e-06,0.08590308370044053,0.42265193370165743,0.6755858575278287
15,0.39939939939939945,0.8698630136986301,0.6397683688049935,0.8948374760994264,0.2801244661353671,0.0,0.1236626809314034,0.3162983425414365,0.15827913575897234
16,0.0,0.47260273972602745,0.734376175077085,0.035850860420650096,0.3627895992107317,6.116402116402118e-05,0.10006293266205163,0.12292817679558013,0.10260243579610928
17,0.25825825825825827,0.8493150684931505,0.7812288486124689,1.0,0.00642250677653169,7.121693121693122e-05,0.4367526746381373,0.40055248618784534,0.11087728653456108
18,0.9669669669669669,0.5027397260273971,0.7454313002932992,0.1125717017208413,0.5028610746995439,3.375661375661376e-05,0.1142227816236627,0.9654696132596686,0.6766713960596854
19,0.8393393393393391,0.40136986301369865,0.7340001504098668,0.6104206500956022,0.08942059663789423,0.0,0.15198237885462557,0.42265193370165743,0.023958025843434982
20,0.5060060060060059,0.7383561643835614,0.7340001504098668,0.029397705544933067,0.05359903897190292,0.3121693121693122,0.04263687853996223,0.5290055248618785,0.5905329613300704
21,0.30630630630630634,0.7013698630136986,0.7578401143114988,0.06070745697896748,0.07128019243524479,0.0,1.0,0.21823204419889505,0.6400392317434321
22,0.6966966966966965,0.4383561643835617,0.6041212303527111,0.6749521988527725,0.32490141321785626,2.9206349206349212e-05,0.5154185022026433,0.21546961325966854,0.9999999999999999
23,0.17867867867867865,0.5780821917808219,0.7695720839287057,0.023422562141491382,0.0,1.0,0.0,0.0,0.46624832170029606
24,0.6726726726726726,0.7246575342465753,0.9660073700834775,0.23757170172084133,0.13086797586040338,0.0,0.2542479546884834,0.4530386740331491,0.6466667301484522
25,0.3768768768768768,0.358904109589041,0.4168609460780627,0.8087954110898662,0.8645210319042638,0.000126984126984127,0.01604782882315922,0.6284530386740332,0.07814925202586254
26,0.5975975975975976,0.5164383561643835,0.5053771527412197,0.40009560229445507,0.4810466645824337,7.174603174603176e-06,0.06859660163624923,0.10773480662983426,0.48493101116962023
27,0.9069069069069067,0.26438356164383564,0.5755433556441302,0.5841300191204589,0.0614063015401318,8.179894179894182e-06,0.18974197608558846,0.38397790055248615,0.6569698239332679
28,0.4564564564564563,0.8410958904109587,0.7276829360006016,0.6367112810707457,0.19171869881865786,2.8042328042328046e-06,0.13310258023914412,0.8770718232044198,0.6588837997657521
29,0.2627627627627627,0.7260273972602738,0.2762277205384672,0.8398661567877629,0.9070017252902149,0.0,0.09691629955947137,0.37983425414364635,0.12940761971871229
30,0.6096096096096095,0.7383561643835614,0.7398661352184702,0.26625239005736134,0.47415790349282,0.0,0.03209565764631844,0.6988950276243093,0.10627803117590484
31,0.9204204204204203,0.8575342465753424,0.9223133037527261,0.5458891013384322,0.013873850021797189,0.00014497354497354498,0.04798615481434865,0.787292817679558,0.37146366778712026
32,0.7687687687687688,0.7205479452054793,0.645032714146048,0.5195984703632887,0.36623397975553856,0.0012275132275132276,0.09848961611076149,0.3591160220994475,0.30452212498928743
33,0.4234234234234235,0.4589041095890411,0.698428216891028,0.1849904397705545,0.7657821229531339,5.7989417989418e-05,0.5547514159848962,0.6174033149171271,0.8658788577087518
34,0.47747747747747743,0.0,0.46800030081973376,0.005975143403441671,0.881742934628298,0.0,0.4792322215229704,0.4834254143646409,0.10561147242827362
35,1.0,0.3753424657534246,0.7258780175979543,0.5530592734225621,0.0017037054301462977,0.0,0.06859660163624923,0.2417127071823205,0.6759191369016445
36,0.38588588588588585,0.22602739726027393,0.2436639843573738,0.7848948374760993,0.8553360171181121,0.012910052910052913,0.5736312146003776,0.6726519337016574,0.5573954693049695
37,0.5135135135135134,0.6602739726027396,0.6918101827479882,0.9952198852772467,0.5683043050508741,0.0,0.37539332913782253,0.8052486187845305,0.5316472571107534
38,0.5330330330330331,0.30136986301369856,0.5466646612017747,0.4455066921606118,0.9265198817107873,0.0,0.19603524229074892,0.9999999999999999,0.45818296085395704
39,0.24474474474474467,0.08767123287671236,0.0,0.2782026768642447,0.9827780972759658,0.006962962962962964,0.07331655129011957,0.09254143646408841,0.29754230267480497
40,0.6516516516516515,0.6972602739726026,0.888847108370309,0.3355640535372849,0.36049334551419376,0.0,0.5044052863436124,0.9930939226519336,0.5794395193159204
41,0.3768768768768768,0.7794520547945205,0.9238174024215988,0.7514340344168259,0.20779247469442316,0.0,0.054436752674638156,0.5732044198895028,0.7985469019301635
42,0.6111111111111112,0.28630136986301363,0.4607054222757012,0.10874760994263863,0.8610766513594569,0.14285714285714288,0.05223410950283197,0.5676795580110497,0.08485292857346904
43,0.5840840840840842,0.6301369863013699,0.592840490336166,0.08197896749521988,0.2583100560182571,1.4814814814814817e-05,0.02517306482064191,0.2375690607734807,0.21829798984926263
44,0.5285285285285284,0.3698630136986301,0.5806572911182972,0.2519120458891013,0.5086017089408886,5.460317460317461e-05,0.33606041535556963,0.20856353591160223,0.67515735547578
45,0.33033033033033027,0.9999999999999998,0.8733548920809204,0.42160611854684515,0.007352489523629542,0.0029629629629629632,0.5327249842668346,0.39364640883977897,0.0
46,0.7537537537537538,0.3986301369863014,0.7648341731217567,0.6008604206500957,0.21238498208749898,0.0,0.34078036500944,0.5400552486187845,0.8656217564775227
